Name,Age,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Position,Ability
Somália,29,71,71,2.3,22,1930,1,1,4,3,4,3,142
Y. El Ghanassy,27,71,71,2.5,16,1763,1,1,4,4,1,3,142
E. Finlay,27,71,71,2.5,6,1772,1,1,3,3,4,3,142
A. Uchida,30,71,71,1.7,8,1858,1,2,2,3,3,2,142
N. Brighenti,28,71,71,1.9,11,1592,1,1,3,2,2,2,142
I. Tajouri-Shradi,24,71,76,3.2,6,1771,0,1,4,3,3,4,147
S. Abdullahi,21,71,79,3.6,4,1623,1,1,3,3,1,4,150
Lionn,29,71,71,1.8,7,1856,1,1,3,3,2,2,142
J. Larsson,28,71,71,1.9,16,2000,1,1,4,3,3,2,142
T. Pachonik,23,71,77,2.7,2,1792,1,1,2,3,3,2,148
F. Bellugou,31,71,71,1.6,5,1737,1,1,3,2,3,2,142
Osmar,30,71,71,1.8,5,1800,0,2,3,2,4,3,142
S. Motta,34,71,71,1.2,2,1884,1,1,3,3,2,3,142
Pau Torres,21,71,79,3,12,1571,0,1,3,2,2,2,150
André Pereira,23,71,78,3.4,8,1630,0,1,3,3,3,4,149
Tiago Sá,23,71,79,2.6,6,1029,1,1,3,1,2,1,150
M. Coda,29,71,71,2.4,5,1611,1,1,4,3,2,4,142
W. Mesloub,32,71,71,1.8,7,1949,1,1,3,3,3,3,142
M. Capuano,26,71,73,2.4,10,1605,0,1,2,2,3,2,144
A. Henríquez,35,71,71,550,3,1368,0,1,3,2,3,2,142
G. Dorrans,31,71,71,2,31,1899,1,1,3,3,2,3,142
Víctor Díaz,30,71,71,1.7,6,1852,1,1,3,3,3,2,142
T. Makino,31,71,71,1.6,8,1778,1,1,4,2,4,2,142
J. Mensah,27,71,72,2.2,5,1670,1,2,2,2,2,2,143
I. Sylla,24,71,75,2.6,14,1932,0,1,2,3,3,2,146
Cyriac,27,71,71,2.5,11,1824,1,1,4,3,3,4,142
Bernardo,24,71,78,2.8,5,1494,1,1,3,2,2,2,149
P. Gollini,23,71,79,2.6,10,1165,1,1,3,1,2,1,150
M. Vlap,21,71,78,3.4,5,1736,1,1,4,3,3,3,149
Tiago Pombeira,30,71,71,2.2,21,1741,0,1,3,3,2,3,142
Y. Soteldo,21,71,81,3.8,6,1638,1,1,4,3,2,3,152
Rafa López,33,71,71,950,5,1680,1,1,4,2,3,2,142
A. Nocerino,33,71,71,950,4,1922,1,2,3,3,2,3,142
J. Harper,22,71,79,3.5,7,1735,0,1,3,3,4,4,150
R. De Laet,29,71,71,1.8,13,1762,1,1,4,3,3,2,142
J. Zimmer,24,71,76,2.6,14,1887,1,1,3,2,2,3,147
C. Săpunaru,34,71,71,725,9,1936,1,2,3,2,3,2,142
Afonso Figueiredo,25,71,74,2.4,6,1814,0,1,3,3,2,2,145
J. Omlin,24,71,79,2.6,10,1245,1,1,3,1,2,1,150
R. Yaremchuk,22,71,76,3.2,13,1827,1,1,3,3,2,4,147
F. Wiedwald,28,71,71,1.7,16,1169,1,2,2,1,2,1,142
A. Galabinov,29,71,71,2.4,4,1609,1,1,2,3,2,4,142
Maikel Mesa,27,71,72,2.7,8,1901,1,1,3,3,2,3,143
B. Garnica,22,71,77,3.2,12,1697,1,1,3,3,3,3,148
D. Arslanagic,25,71,75,2.6,7,1437,1,1,3,2,3,2,146
H. Henao,31,71,71,1.6,2,1984,1,1,3,3,3,3,142
Y. Kashiwa,30,71,71,2.2,9,1794,1,1,4,4,2,3,142
J. Gol,32,71,71,1.8,5,1925,1,1,4,3,3,3,142
N. Ghilas,28,71,71,2.4,18,1745,1,1,4,3,3,4,142
B. McKay,23,71,78,3.3,17,1756,1,1,4,3,1,4,149
Carraça,25,71,75,2.5,5,1971,1,1,3,2,2,2,146
Adriano Facchini,35,71,71,550,5,1089,1,1,2,1,2,1,142
A. Callens,26,71,75,2.5,5,1582,0,1,3,2,2,2,146
J. Perbet,33,71,71,1.5,11,1577,1,1,3,2,1,4,142
M. Antonsson,27,71,72,2.8,6,1751,1,1,4,3,3,4,143
Carlitos,35,71,71,1,14,1858,1,1,4,4,2,3,142
C. Lucchetti,40,71,71,160,4,1302,1,1,3,1,2,1,142
J. Bostock,26,71,74,2.5,16,2018,0,1,3,3,2,3,145
V. Milinković-Savić,21,71,79,2.6,12,1314,1,1,3,1,2,1,150
G. Peñalba,33,71,71,1.4,8,1884,1,1,3,3,2,3,142
L. Kleinheisler,24,71,76,0,0,1921,1,1,4,3,4,3,147
R. Aliendro,27,71,72,2.2,8,1988,1,1,3,3,2,3,143
L. Seijas,32,71,71,1.8,3,1957,0,1,2,3,2,3,142
L. Fuentes,31,71,71,1.6,13,1931,0,1,3,3,3,2,142
R. Hassan,27,71,71,2.5,16,1862,1,1,4,3,3,4,142
L. Di Plácido,24,71,75,2.6,9,1810,1,1,2,3,2,3,146
Heriberto Tavares,21,71,80,3.7,6,1770,0,1,5,3,2,4,151
Pulido,27,71,72,2.2,13,1559,1,1,3,2,3,2,143
Ewerton,25,71,74,2.9,8,1911,1,1,3,3,2,3,145
G. Verón,28,71,71,2.4,14,1788,1,1,3,3,2,3,142
O. Boscagli,20,71,81,3.3,12,1712,0,1,4,3,2,2,152
C. Jerome,31,71,71,2.1,17,1816,1,2,2,3,3,4,142
E. Muñoz,27,71,73,2.3,16,1426,1,1,3,2,3,2,144
U. Đerić,26,71,73,2.9,5,1603,1,1,3,3,2,4,144
E. Albayrak,27,71,72,2.2,4,1972,0,1,3,3,2,2,143
F. Calvo,25,71,73,2.4,5,1797,0,1,3,2,3,2,144
F. Costa,23,71,77,3.2,8,1769,0,1,2,3,4,3,148
Xavi Torres,31,71,71,1.6,5,1832,1,1,3,2,2,3,142
A. Cadavid,32,71,71,1.4,3,1509,0,1,3,2,3,2,142
J. Spector,32,71,71,1.4,5,1818,1,2,4,2,3,2,142
Felipe,31,71,71,1.6,18,1565,0,1,3,2,2,2,142
M. Dijks,25,71,74,2.4,17,1731,0,1,3,2,2,3,145
M. Hassen,23,71,78,2.4,12,1120,1,1,2,1,2,1,149
M. Bourabia,26,71,72,2.7,29,1837,1,1,3,3,2,3,143
L. Hejda,28,71,73,2.2,1,1570,1,1,3,2,2,2,144
E. Bergström,25,71,75,2.6,11,1546,1,1,3,2,3,2,146
Shikabala,32,71,71,0,0,1863,0,1,3,5,1,4,142
Aurélio Buta,21,71,79,3,6,1857,1,1,3,4,2,2,150
C. Penilla,27,71,71,2.5,6,1775,1,1,3,3,3,3,142
D. Cools,22,71,78,3.3,12,1860,1,1,4,3,3,3,149
D. Muñoz,22,71,79,3,1,1729,1,1,3,2,2,2,150
G. Sandoval,22,71,80,3.6,20,1860,1,1,4,3,2,3,151
Y. Bodiger,23,71,79,3,14,1865,0,1,3,3,2,3,150
T. Kleindienst,22,71,76,3.2,15,1678,1,1,3,3,2,4,147
J. Abella,24,71,75,2.6,11,1794,1,1,2,2,2,2,146
U. Emanuelson,32,71,71,1.8,12,1968,0,1,3,3,2,3,142
R. Tesche,31,71,71,2,12,1979,1,1,4,3,4,3,142
B. Nivet,41,71,71,0,5,1785,1,2,3,3,2,3,142
Léo Jabá,19,71,82,4,1,1682,1,1,3,3,2,3,153
Paulo Henrique,29,71,71,2.4,13,1806,1,1,4,3,2,4,142
Y. Meriah,24,71,75,2.6,1,1708,1,1,2,2,2,2,146
A. Soto,24,71,75,2.6,10,1753,0,1,2,3,2,2,146
J. Quiñones,21,71,81,3.9,25,1684,1,1,3,3,3,4,152
Domingos Duarte,23,71,79,3,7,1494,1,1,3,2,2,2,150
E. Başsan,26,71,72,2.8,10,1774,0,1,2,3,2,3,143
F. Avenatti,25,71,73,2.9,20,1479,0,1,2,3,2,4,144
V. Fiorillo,28,71,71,1.7,3,1043,1,1,2,1,2,1,142
O. González,33,71,71,950,14,1713,1,1,3,2,3,2,142
Zheng Zhi,37,71,71,325,8,1898,1,1,4,3,4,3,142
M. Henriksen,25,71,74,2.9,17,1943,1,1,2,3,3,3,145
Paulolettinho,34,71,71,1.2,14,1734,1,1,3,3,3,3,142
S. Malezas,33,71,71,950,1,1495,1,1,3,2,2,2,142
W. Lautoa,30,71,71,1.8,9,1597,0,1,3,2,1,2,142
M. Fofana,26,71,71,2.5,12,1719,1,1,3,4,2,3,142
J. Cornejo,27,71,71,2,17,1869,0,1,2,3,2,2,142
J. Duque,31,71,71,2.1,15,1687,1,1,2,3,1,4,142
E. Horvath,23,71,77,2.4,9,1123,1,1,3,1,2,1,148
J. McClean,29,71,71,2.3,30,1984,0,2,2,3,4,4,142
A. Guédioura,32,71,71,1.8,30,1918,1,1,4,3,4,3,142
E. Valentini,29,71,71,1.8,15,1940,1,1,3,3,2,2,142
J. Šimunović,23,71,76,2.7,24,1526,1,1,3,2,2,2,147
C. Kouamé,20,71,85,5,9,1677,1,1,3,3,2,4,156
N. De Pauw,28,71,71,2.4,11,1871,1,1,4,3,4,3,142
Alex das Freitas,30,71,71,1.8,10,1814,1,1,3,2,3,3,142
Mossa,29,71,71,1.8,7,1860,0,1,3,3,2,2,142
J. Marriott,23,71,78,3.4,25,1670,1,1,4,2,3,4,149
J. Riojas,30,71,71,0,0,1776,1,1,3,3,2,3,142
L. Fröde,23,71,79,3,5,1718,1,1,2,2,2,3,150
L. Pokorný,24,71,77,2.8,1,1734,0,1,3,2,3,2,148
D. Vavro,22,71,81,3.3,11,1669,1,1,3,2,3,2,152
M. Bjärsmyr,32,71,71,1.4,9,1557,1,1,2,2,2,2,142
Oriol Riera,31,71,71,2.1,7,1775,1,1,3,3,3,4,142
M. Maolida,19,71,85,5,11,1671,1,1,4,4,3,4,156
M. Mostefa,34,71,71,725,4,1730,1,1,3,2,3,3,142
R. Carrascal,25,71,73,2.8,3,1805,1,1,3,2,2,3,144
O. Mangala,20,71,82,4,15,1826,1,1,4,3,2,3,153
M. Barthelmé,29,71,71,2.3,5,1884,0,1,3,3,3,3,142
A. Novikovas,27,71,71,2.5,7,1800,0,1,4,3,1,3,142
Ji Dong Won,27,71,71,2.5,17,1850,1,2,4,3,2,4,142
R. Rúnarsson,23,71,79,2.6,6,1122,1,1,2,1,2,1,150
D. Rotariu,22,71,78,3.3,14,1757,0,1,4,4,2,4,149
Paulinho,17,71,86,4.7,15,1788,1,1,2,4,2,3,157
Juan Carlos,27,71,71,2.5,6,1760,1,1,3,3,3,3,142
M. Korhut,29,71,71,0,0,1667,0,1,3,3,3,2,142
S. Piette,23,71,76,2.7,5,1819,1,1,2,2,2,3,147
N. Ortigoza,33,71,71,950,10,1776,1,1,3,2,2,3,142
António Filipe,33,71,71,1.2,5,1066,1,1,2,1,2,1,142
M. Pereira Lage,21,71,81,3.8,4,1856,1,1,3,3,3,3,152
Jean Cléber,28,71,71,2.4,8,1840,1,1,3,3,2,3,142
O. Danchenko,23,71,77,2.7,1,1757,1,1,3,3,2,2,148
C. Pantilimon,31,71,71,1.4,22,1120,1,1,2,1,2,1,142
Guillermo,25,71,76,3.2,8,1779,1,1,3,3,3,4,147
O. Vizcarrondo,34,71,71,725,6,1397,1,2,2,2,2,2,142
E. Aguirre,21,71,82,4.1,14,1882,1,1,3,3,3,3,153
Edu Machado,28,71,71,1.9,6,1776,1,1,2,3,3,2,142
H. Dean,26,71,73,2.4,17,1543,1,1,3,2,3,2,144
D. Andrade,27,71,71,2,2,1684,0,1,3,3,4,2,142
D. Martínez,28,71,71,1.9,13,1854,1,1,3,3,2,2,142
C. Bryson,31,71,71,2,26,1950,1,1,3,3,2,3,142
B. Başaçıkoğlu,23,71,76,3.2,9,1842,1,1,4,3,3,3,147
K. Mrabti,24,71,77,3.3,5,1935,1,1,3,3,4,3,148
M. Fraga,30,71,71,1.5,10,1294,1,1,3,1,2,1,142
I. Oblyakov,19,71,82,3.9,1,1873,0,1,3,3,3,3,153
S. Logan,30,71,71,1.7,6,1858,1,1,3,3,4,2,142
D. Kaiser,29,71,71,2.3,18,1970,1,1,5,3,2,3,142
D. Silva,31,71,71,2,3,1899,1,1,3,3,3,3,142
A. Nwakaeme,29,71,71,2.3,21,1744,1,1,3,3,2,3,142
J. Sambenito,26,71,74,0,0,1651,1,1,3,2,3,4,145
Toribio,29,71,71,1.8,7,1804,0,1,3,2,3,3,142
M. Yumlu,30,71,71,1.8,11,1463,1,1,2,2,2,2,142
A. Milošević,26,71,74,2.5,6,1719,1,1,3,2,2,2,145
D. Nounkeu,32,71,71,1.4,11,1657,1,1,3,2,3,2,142
M. Barragán,26,71,72,2.8,10,1787,1,1,4,3,3,4,143
M. Ilaimaharitra,22,71,77,2.8,8,1820,1,1,3,3,2,3,148
H. González,27,71,72,1.8,20,1186,1,1,4,1,2,1,143
J. El Yamiq,26,71,72,2.3,10,1615,1,1,3,2,2,2,143
João Teixeira,24,71,75,3.1,7,1903,1,1,3,3,2,4,146
M. Doumbia,23,71,77,3.2,11,1781,1,1,2,3,2,3,148
R. Brégerie,31,71,71,1.6,15,1584,1,1,3,2,2,2,142
A. Diallo,26,71,75,2.1,14,1123,1,1,2,1,2,1,146
M. Bruno,24,71,74,3,9,1817,1,1,3,3,2,3,145
J. Faussurier,31,71,71,2.1,6,1927,1,1,3,2,3,3,142
C. Wickham,25,71,75,3.1,32,1708,1,1,3,3,3,4,146
A. Abrashi,28,71,71,1.9,15,1888,1,1,2,2,4,3,142
K. Nakamura,23,71,77,2.4,5,1064,1,1,3,1,2,1,148
Suso Santana,33,71,71,1.4,7,1925,1,1,3,4,4,3,142
J. Bowen,21,71,81,3.8,13,1790,0,1,3,3,2,3,152
Garrido,28,71,71,1.9,7,1604,1,1,3,2,2,3,142
E. N'Dicka,18,71,83,3.4,8,1659,0,1,3,2,2,2,154
J. González,19,71,81,3.7,13,1898,1,1,4,3,4,3,152
M. Suárez,22,71,78,0,0,1767,1,1,4,2,3,2,149
Y. Andreu,29,71,71,1.8,14,1679,1,1,3,3,2,2,142
J. Obita,24,71,75,2.6,17,1970,0,1,3,3,2,2,146
Z. Erdal,30,71,71,1.7,9,1797,0,1,2,2,2,2,142
L. Capezzi,23,71,79,3.4,18,1818,1,1,2,3,2,3,150
Elsinho,28,71,71,1.9,7,1883,1,1,3,3,3,2,142
D. Asprilla,29,71,71,2.3,14,1808,1,1,4,4,2,4,142
S. Torrico,38,71,71,160,6,1124,1,1,2,1,2,1,142
Léo Gamalho,32,71,71,1.9,6,1584,1,1,3,3,2,4,142
J. Plašil,36,71,71,750,18,1790,1,2,5,2,2,3,142
T. Darikwa,26,71,72,2.3,27,1814,1,1,2,3,3,2,143
Guilherme Sityá,28,71,71,1.9,7,1783,0,1,3,3,4,2,142
Escassi,29,71,72,2.1,7,1729,1,1,4,2,2,3,143
G. Achilier,33,71,71,950,7,1424,1,1,2,2,2,2,142
Verza,31,71,71,1.6,5,1901,1,1,4,2,1,3,142
B. Salamon,27,71,72,2.2,9,1647,1,1,3,2,2,2,143
A. Forshaw,26,71,72,2.7,26,1855,1,1,3,3,2,3,143
J. Quiñones,28,71,72,2.2,3,1425,1,1,2,2,2,2,143
W. Camacho,32,71,71,1.8,11,1915,0,1,4,3,2,3,142
T. Buffel,37,71,71,800,8,1844,1,2,4,3,1,3,142
Xisco,32,71,71,1.9,8,1704,1,1,3,3,2,4,142
Adeilson Gesser,26,71,71,2.5,9,1782,0,1,2,3,2,3,142
Roderick Miranda,27,71,74,2.4,1,1584,1,1,2,2,2,2,145
N. Besara,27,71,72,2.7,4,1826,1,1,3,3,3,3,143
D. Zbozień,29,71,71,1.8,4,1821,1,1,3,2,3,2,142
J. Cuero,30,71,71,2.2,2,1793,0,1,2,3,2,3,142
R. Coly,22,71,78,2.8,15,1737,0,1,2,2,2,2,149
K. Müller,27,71,72,1.8,7,1091,1,1,3,1,2,1,143
R. Zozulya,28,71,71,2.4,7,1799,1,1,3,2,4,4,142
R. Mphahlele,28,71,71,1.9,1,1696,1,1,3,3,2,2,142
K. Lee,30,71,71,2.2,18,1856,1,1,3,3,3,3,142
B. Koita,27,71,71,2.5,11,1624,1,1,4,3,1,4,142
Heltinho Melo,34,71,71,1.2,10,1842,1,1,3,3,2,3,142
Nascimentardo,30,71,71,2.2,14,1760,1,1,2,3,1,3,142
P. Barrera,31,71,71,2.1,14,1849,1,1,4,3,1,3,142
R. Pucino,27,71,72,2.2,3,1802,1,1,3,3,3,2,143
Miguel Rodrigues,25,71,74,2.5,6,1594,1,1,3,2,2,2,145
C. Pinares,27,71,72,2.7,6,1796,0,1,3,3,2,3,143
A. Gonçalves,32,71,71,1.8,12,1861,1,1,4,3,4,3,142
K. Musona,28,71,71,2.4,15,1840,1,1,4,3,1,4,142
Tiago,25,71,72,2.9,8,1886,0,2,4,3,2,4,143
N. Leiva,21,71,79,3.5,1,1700,1,1,3,3,2,3,150
A. Schiavone,25,71,76,3.1,4,1926,1,1,3,3,3,3,147
Manuel da Costa,32,71,71,1.4,14,1587,1,2,3,2,3,2,142
S. Hierländer,27,71,71,2.5,14,1932,1,1,3,3,2,3,142
Bruno Alves,36,71,71,325,16,1936,1,2,3,3,2,2,142
J. Velázquez,27,71,73,2.3,13,1641,1,1,2,2,2,2,144
M. Chanot,28,71,73,2.2,6,1598,1,1,3,2,2,2,144
O. McBurnie,22,71,80,3.7,17,1666,1,1,2,3,3,4,151
J. Onomah,21,71,83,4.2,33,1759,1,1,3,3,2,3,154
M. Madl,30,71,71,1.8,10,1800,1,1,3,2,3,2,142
Cucurella,19,71,82,3.4,27,1890,0,1,3,3,3,3,153
C. Araujo,36,71,71,270,7,1843,1,1,3,3,2,2,142
M. Hartmann,30,71,71,1.8,12,1708,1,1,3,2,2,3,142
M. Spiranovic,30,71,71,1.8,5,1472,1,1,4,2,2,2,142
Chong Te Se,34,71,71,1.2,4,1817,1,2,2,3,3,4,142
M. Albornoz,27,71,71,2,18,1963,0,1,3,3,1,2,142
A. Nukan,24,71,78,2.8,22,1515,0,1,3,2,3,2,149
L. Szukała,34,71,71,725,13,1459,1,1,3,2,2,2,142
E. Perlaza,29,71,71,1.8,3,1685,1,1,3,2,2,2,142
M. Dal Hende,27,71,71,2,13,1959,0,1,3,3,4,2,142
Emerson Avintes,26,71,71,2.5,11,1764,1,1,3,3,2,3,142
Saberto Botelho,30,71,71,1.8,9,1781,1,1,3,2,2,3,142
J. Dahlin,31,71,71,1.4,4,1125,1,1,3,1,2,1,142
Martin Cordeia,34,71,71,1.2,17,1786,1,1,3,3,2,3,142
A. Oukidja,29,71,72,1.8,4,1141,1,1,2,1,2,1,143
B. Angulo,22,71,77,0,0,1628,1,1,4,3,2,4,148
S. Burchert,28,71,71,1.7,6,1066,1,1,3,1,2,1,142
Nélson Monte,22,71,77,2.8,5,1629,1,1,2,2,2,2,148
D. Rojas,23,71,76,3.2,6,1723,0,1,4,3,2,3,147
Charles,24,71,77,2.4,4,1086,1,1,2,1,2,1,148
H. Wolf,19,71,82,4,10,1796,0,1,3,4,2,3,153
E. Videla,30,71,71,2.2,8,1927,1,1,2,3,3,3,142
P. Ledesma,34,71,71,725,9,1856,1,1,3,3,2,3,142
R. van Drongelen,19,71,83,3.6,4,1604,0,1,4,2,2,2,154
F. Jensen,20,71,80,3.7,11,1839,1,1,3,3,4,4,151
Artur,22,71,76,2.7,5,1801,1,1,2,3,2,3,147
Edgar Costa,31,71,71,2.1,7,1869,1,1,3,3,4,3,142
S. Martínez,24,71,74,2.5,7,1776,1,1,3,3,3,3,145
D. Fisher,24,71,75,2.6,8,1651,1,1,3,3,3,2,146
L. Clarke,33,71,71,1.5,10,1687,1,1,4,2,2,4,142
T. Hubočan,32,71,71,1.4,23,1774,1,1,4,2,2,2,142
Dani Castellano,30,71,71,1.7,7,1858,0,1,3,3,3,2,142
Javi Castellano,30,71,71,1.8,7,1638,1,1,3,2,2,3,142
P. Olkowski,28,71,71,1.9,8,1868,1,1,2,3,2,2,142
M. Caligiuri,34,71,71,725,7,1869,1,1,3,2,1,2,142
Marlion Rolim,26,71,71,2.5,18,1760,1,1,3,3,2,3,142
D. Burn,26,71,73,2.4,25,1509,0,1,3,2,1,2,144
S. Schwab,27,71,72,2.2,11,1975,0,1,4,3,2,3,143
O. Aina,21,71,80,3.2,16,1796,1,1,3,3,3,2,151
A. Mina,27,71,73,2.3,9,1552,1,1,3,2,3,2,144
S. Guirassy,22,71,79,3.5,13,1753,1,1,3,3,1,4,150
L. Paqarada,23,71,75,2.6,4,1835,0,1,3,3,3,2,146
J. Sánchez,28,71,71,1.9,22,1907,1,1,3,3,2,2,142
J. Wallace,24,71,74,3,9,1828,1,1,4,3,2,3,145
Jota,25,71,75,3,8,1879,1,1,3,3,2,3,146
Jesús Imaz,27,71,71,2.5,6,1725,1,1,4,3,3,3,142
Dani Hernández,32,71,71,1.4,5,1169,1,1,2,1,2,1,142
K. Diatta,19,71,84,4.4,7,1809,1,1,3,3,3,3,155
X. Chavalerin,27,71,72,2.2,11,1843,0,1,3,3,2,3,143
G. Tzavellas,30,71,71,1.8,9,1948,0,2,3,2,2,2,142
O. Omoijuanfo,24,71,78,3.4,3,1814,1,1,4,3,2,4,149
S. Dimitrievski,24,71,77,2.4,4,1145,1,1,2,1,2,1,148
Eltildo Bessa,34,71,71,1.2,15,1765,0,1,3,3,2,4,142
B. Marshall,27,71,71,2.5,18,1924,1,1,4,3,2,3,142
N. Mendez-Laing,26,71,72,2.8,30,1733,1,1,3,3,3,4,143
Álex Martínez,27,71,71,2,6,1900,0,1,3,3,3,2,142
Z. Bakkali,22,71,77,3.2,11,1719,1,1,4,3,1,3,148
G. Gimbert,32,71,71,1.9,6,1759,1,1,4,3,2,4,142
M. Gajić,22,71,75,2.6,19,1839,1,1,2,3,2,2,146
S. Aigner,30,71,71,2.2,6,1864,1,2,4,3,2,4,142
P. Köpke,22,71,79,3.5,16,1763,1,1,3,3,3,4,150
F. Klos,30,71,71,2.3,11,1654,1,1,4,2,4,4,142
K. McLean,26,71,73,2.8,18,1924,0,1,3,3,4,3,144
M. Olsson,30,71,71,1.7,17,1943,0,2,2,3,3,2,142
C. Nyman,25,71,74,3,5,1746,1,1,3,3,4,4,145
O. Estupiñán,21,71,79,3.6,6,1661,0,1,2,3,2,4,150
B. Wright,25,71,74,2.5,23,1645,1,1,3,2,2,2,145
J. Bednarek,22,71,80,3.2,22,1494,1,1,3,2,2,2,151
L. Vibe,31,71,71,2.1,9,1792,1,1,3,3,4,4,142
O. Jiménez,29,71,71,1.6,27,1094,1,1,3,1,2,1,142
Alejandro Rodríguez,26,71,71,2.6,12,1718,1,1,2,3,3,4,142
T. Elphick,30,71,71,1.8,12,1513,1,1,3,2,3,2,142
David Ferreiro,30,71,71,2.2,15,1821,1,1,3,3,3,3,142
M. Gobbi,37,71,71,270,16,1867,0,2,3,3,3,2,142
R. Insigne,24,71,75,3.1,31,1702,0,1,2,3,2,4,146
N. Gyömbér,25,71,74,2.5,3,1328,1,1,3,2,2,2,145
Túlio Sandoiro,34,71,71,1.2,12,1786,1,1,3,4,2,4,142
Hélder Barbosa,31,71,71,2.1,13,1892,0,1,4,4,3,3,142
B. Sako,30,71,71,2.2,21,1885,0,1,3,3,3,3,142
M. Domizzi,38,71,71,325,3,1588,0,2,3,2,2,2,142
P. Oniangué,29,71,71,1.8,14,1954,1,2,2,3,2,3,142
P. Onuachu,24,71,78,3.4,14,1676,1,1,2,3,3,4,149
F. Balmont,38,71,71,750,7,1865,1,2,3,3,3,3,142
Antoñito,30,71,71,1.7,12,1879,1,1,3,3,3,2,142
A. Baby,29,71,71,2.3,9,1903,0,1,3,3,3,3,142
B. Petković,23,71,76,3.2,1,1691,1,1,3,3,4,4,147
Nélson Lenho,34,71,71,675,8,1889,0,1,3,3,2,2,142
Gumbau,23,71,77,2.8,14,1733,0,1,3,3,2,3,148
C. Aboagye,23,71,77,3.2,12,1842,1,1,3,3,2,3,148
Y. Erdoğan,25,71,72,2.8,11,1974,0,1,4,3,3,3,143
Paulinho,32,71,71,1.9,3,1802,1,1,3,3,2,4,142
J. Cooper,23,71,75,2.6,8,1526,0,1,2,2,2,2,146
S. Malone,27,71,72,2.2,24,1884,0,1,3,3,4,2,143
M. Maloča,29,71,71,1.8,7,1544,1,1,2,2,3,2,142
G. Berardi,29,71,71,1.8,25,1807,1,1,2,2,3,2,142
Samu García,28,71,71,2.4,15,1746,1,1,4,3,2,3,142
T. Derijck,31,71,71,1.6,12,1630,1,1,4,2,3,2,142
A. Khalili,26,71,74,2.9,10,1930,1,1,2,3,3,3,145
Y. Endo,38,71,71,325,6,1968,1,3,3,3,3,3,142
E. Kaçe,24,71,74,3,1,1968,1,1,4,3,4,3,145
D. Machado,24,71,75,2.6,11,1855,0,1,3,3,2,2,146
S. Plavšić,22,71,77,3.2,1,1780,0,1,3,3,3,3,148
H. Reed,23,71,78,2.8,22,1837,1,1,3,3,3,3,149
S. Klaiber,23,71,74,2.5,9,1944,1,1,3,3,3,2,145
J. Boga,21,71,81,3.8,21,1837,1,1,3,3,2,3,152
D. Contento,28,71,71,1.9,18,1833,0,2,3,3,2,2,142
S. Padoin,34,71,71,675,18,1976,1,2,3,3,2,2,142
D. Foulquier,25,71,76,2.6,27,1824,1,1,3,3,2,3,147
Paco Montañés,31,71,71,2.1,7,1859,1,1,4,3,3,3,142
T. Dingomé,27,71,72,2.2,11,1935,0,1,3,3,2,3,143
D. Kądzior,26,71,72,2.8,1,1826,0,1,2,3,2,3,143
E. Taşdemir,22,71,78,2.8,9,1914,0,1,3,3,3,2,149
P. Coutts,29,71,71,2.3,10,1881,1,1,3,3,2,3,142
D. Dumić,26,71,74,2.5,11,1618,1,1,2,2,3,2,145
Juan Carlos,30,71,71,1.5,5,1268,1,1,3,1,2,1,142
S. Privat,28,71,71,2.4,6,1665,1,1,3,2,2,4,142
G. Montiel,21,71,80,3.2,9,1774,1,1,3,2,3,2,151
João Gamboa,21,71,79,3,5,1819,1,1,3,3,2,3,150
A. Zhirov,27,71,74,2.4,5,1447,0,1,3,2,2,2,145
M. Tosetti,26,71,72,2.8,10,1723,1,1,4,3,2,3,143
André Milazisco,34,71,71,950,7,1090,0,1,1,1,2,1,142
M. Colin,26,71,72,2.3,17,1812,1,1,3,3,3,2,143
F. Jozefzoon,27,71,71,2.5,29,1747,1,1,4,3,2,4,142
D. Moor,34,71,71,725,5,1691,1,1,4,2,2,2,142
A. Turan,34,71,71,725,11,1543,1,1,3,2,2,2,142
O. Bayram,26,71,72,2.3,29,2000,0,1,3,3,3,2,143
S. Bossut,32,71,71,1.4,8,1178,1,1,3,1,2,1,142
J. Irvine,25,71,75,3.1,17,1982,1,1,3,3,4,3,146
D. Biraschi,23,71,78,2.8,9,1565,1,1,2,2,3,2,149
A. Bouchalakis,25,71,73,2.8,1,1942,0,1,4,3,2,3,144
A. Voglsammer,26,71,73,2.9,11,1775,1,1,3,3,4,4,144
Son Jun Ho,26,71,74,2.9,8,1839,1,1,3,3,3,3,145
A. El Said,32,71,71,1.8,23,1816,1,1,4,3,2,3,142
A. Yiadom,26,71,72,2.3,20,1789,1,1,3,3,3,2,143
W. Sobota,31,71,71,2.1,12,1815,1,1,4,3,3,3,142
I. Latovlevici,32,71,71,1.3,11,1981,0,1,3,3,2,3,142
B. Leal,36,71,71,750,2,1881,1,1,3,3,2,3,142
E. Zelazny,26,71,74,2.1,11,1005,0,1,2,1,2,1,145
A. Brignoli,26,71,73,2,2,1119,0,1,3,1,2,1,144
K. Narey,23,71,74,3,9,1897,1,1,5,3,3,3,145
M. Pugh,31,71,71,2.1,35,1820,1,1,4,4,3,3,142
S. McTominay,21,71,81,3.8,43,1847,1,1,3,3,2,3,152
Fabrício Baiano,26,71,75,2.5,7,1764,1,1,3,2,2,3,146
F. Navarro,29,71,71,1.8,18,1928,1,1,2,3,3,2,142
